event_id,source,site_id,location_name,lat,lon,coord_precision_km,coord_source,datetime_utc,time_precision,species,common_name,taxon_group,ecotype,call_type,n_detections,source_ref
1,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-01-15T17:00:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
2,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-01-15T17:01:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
3,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-01-15T17:08:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
4,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-01-15T17:27:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
5,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-01-15T17:56:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
6,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-04T03:27:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
7,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-16T11:50:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
8,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-16T11:52:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
9,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-16T11:54:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
10,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:00:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
11,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:01:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
12,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:02:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
13,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:03:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
14,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:04:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
15,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:05:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
16,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:07:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
17,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:16:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
18,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:17:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
19,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:33:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
20,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:38:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
21,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:39:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
22,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:45:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
23,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-20T00:59:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
24,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:06:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
25,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:07:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-B,1,Balleny2015.BmAnt-B.selections.txt
26,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:09:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
27,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:10:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
28,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:12:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
29,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:14:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
30,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:15:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
31,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:18:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
32,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:19:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
33,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:20:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
34,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:21:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
35,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:22:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
36,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:23:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
37,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:25:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
38,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:46:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
39,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:47:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
40,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-23T13:52:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
41,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:08:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-B,1,Balleny2015.BmAnt-B.selections.txt
42,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:09:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
43,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:11:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
44,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:18:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
45,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:19:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
46,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:25:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
47,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:26:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
48,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:27:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
49,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:30:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
50,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:31:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
51,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:32:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
52,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:33:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
53,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:34:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
54,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:35:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
55,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:36:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
56,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:37:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
57,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:43:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
58,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:44:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
59,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:45:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
60,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:46:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
61,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:47:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
62,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:48:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
63,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:49:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
64,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:50:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
65,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:51:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
66,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:52:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
67,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:57:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,2,Balleny2015.BmD.selections.txt
68,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-25T07:58:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
69,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:08:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
70,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:14:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
71,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:18:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
72,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:19:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
73,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:22:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
74,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:38:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
75,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:39:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
76,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:42:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
77,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:44:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
78,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:46:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
79,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-27T01:58:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
80,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:02:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
81,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:03:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
82,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:04:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
83,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:05:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,2,Balleny2015.BmAnt-A.selections.txt
84,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:06:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
85,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:10:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
86,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:16:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
87,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:17:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
88,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:18:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
89,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:19:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-Ant-A,1,Balleny2015.BmAnt-A.selections.txt
90,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:19:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,2,Balleny2015.BmD.selections.txt
91,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:30:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
92,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:31:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
93,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:32:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,2,Balleny2015.BmD.selections.txt
94,aad,aad:BallenyIslands2015,Balleny Islands 2015 (Southern Ocean mooring),-65.3557,167.9115,1.0,aad_folderStructure,2015-02-28T20:33:00Z,minute,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,,Bm-D,1,Balleny2015.BmD.selections.txt
